"Market + customer_segment",product_name,product_price,sales,year_month,average_benefit_per_order,Distribution
LATAM&Consumer,"Team Golf Pittsburgh Steelers Putter Grip",24.98999977,124.9499969,2015-06,11.85999966,1
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-11,56.0125000475,16
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-12,-6.050000869999999,14
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-11,55.02285776857143,14
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-07,6.316471664705887,17
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-09,41.481052851,19
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-07,41.357777702222215,9
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-06,25.18047539533334,21
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-08,54.306841907894736,19
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-10,52.58399944700001,10
LATAM&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,49.97999954,2015-01,10.78999996,1
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,31.97999954,2015-03,6.6599998475,2
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-11,4.386666300666666,9
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-12,9.86545484872727,11
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-12,22.168333211500002,6
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-11,18.987499955,4
"Pacific Asia&Corporate","Glove It Women's Imperial Golf Glove",19.98999977,39.97999954,2015-11,7.3349998025000005,2
"Pacific Asia&Corporate","Glove It Women's Mod Oval Golf Glove",19.98999977,39.97999954,2015-12,10.51000023,1
"Pacific Asia&Corporate","Titleist Pro V1x Golf Balls",47.99000168,95.98000336,2015-11,35.3199997,1
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-06,23.129999923999996,5
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-09,10.2587509125,8
Europe&Consumer,"Glove It Women's Mod Oval Golf Glove",19.98999977,79.95999908,2015-08,37.22999954,1
Europe&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-06,18.21999931,1
Europe&Consumer,"Bridgestone e6 Straight Distance NFL Carolina",31.98999977,127.9599991,2015-10,55.27999878,1
Europe&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-09,6.900000575,2
Europe&Consumer,"Titleist Pro V1x High Numbers Personalized Go",51.99000168,207.9600067,2015-08,56.09000015,1
Europe&Consumer,"Team Golf Pittsburgh Steelers Putter Grip",24.98999977,99.95999908,2015-06,30.84000015,1
Europe&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-08,28.79000092,1
Europe&Consumer,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,139.9600067,2015-09,-99.43000031,1
Europe&Consumer,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,139.9600067,2015-10,40.63999939,1
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-08,29.8827278810909,11
Europe&Consumer,"Team Golf Tennessee Volunteers Putter Grip",24.98999977,99.95999908,2015-09,-26.54999924,1
Europe&Consumer,"Titleist Pro V1 High Numbers Personalized Gol",51.99000168,207.9600067,2015-09,37.93000031,1
Europe&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-06,24.59000015,1
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-01,54.859999908166664,18
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-05,48.7573325484,15
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-12,52.542500974999996,4
"Pacific Asia&Consumer","Glove It Women's Mod Oval Golf Glove",19.98999977,99.94999695,2015-12,6.170000076,1
"Pacific Asia&Consumer","Glove It Urban Brick Golf Towel",15.98999977,79.94999695,2015-11,-12.18999958,1
"Pacific Asia&Consumer","Bridgestone e6 Straight Distance NFL Carolina",31.98999977,159.9499969,2015-11,37.24000168,1
"Pacific Asia&Consumer","Hirzl Women's Soffft Flex Golf Glove",17.98999977,89.94999695,2015-11,37.02000046,1
"Pacific Asia&Consumer","Team Golf New England Patriots Putter Grip",24.98999977,124.9499969,2015-11,35.86000061,1
"Pacific Asia&Consumer","Titleist Pro V1x High Numbers Golf Balls",47.99000168,239.9499969,2015-12,48.40999889,2
"Pacific Asia&Corporate","Team Golf Pittsburgh Steelers Putter Grip",24.98999977,49.97999954,2015-12,5.369999886,1
"Pacific Asia&Corporate","Titleist Pro V1x High Numbers Personalized Go",51.99000168,103.9800034,2015-12,-66.23999786,1
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-10,41.9824996,8
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-09,32.19666634833333,18
Europe&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,104.9700012,2015-09,15.27000046,1
Europe&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,104.9700012,2015-08,17.619999649,2
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-08,-33.27800025199999,10
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-06,21.275714750214284,14
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-07,-9.51250062566667,12
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-08,-14.63999975,8
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-09,24.696666716666666,3
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-06,37.124999044999996,2
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-02,16.313076978461535,13
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-02,41.749090541818184,11
LATAM&Consumer,"Team Golf Texas Longhorns Putter Grip",24.98999977,99.95999908,2015-04,-4.349999905,1
LATAM&Consumer,"Nike Women's Tempo Shorts",30,120,2015-02,40.74000168,1
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-03,-11.151667575666675,30
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-04,38.463157278894734,19
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-06,72.86000123666666,3
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-05,35.34307655923077,13
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-04,9.603749865000001,8
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-03,4.535383962307699,13
LATAM&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-05,22.67000008,1
LATAM&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-04,0.670000017,1
LATAM&Consumer,"Titleist Pro V1x High Numbers Golf Balls",47.99000168,191.9600067,2015-02,70.55000305,1
LATAM&Consumer,"Nike Women's Tempo Shorts",30,120,2015-05,6.909999847,1
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-01,40.84999895,4
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-10,-48.820000639999996,2
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-11,-0.8988892266666666,9
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-11,51.580908657318176,22
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-10,19.157501222499995,4
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-12,46.64875054625001,8
"Pacific Asia&Consumer","Glove It Urban Brick Golf Towel",15.98999977,63.95999908,2015-12,22.15999985,1
"Pacific Asia&Consumer","Team Golf New England Patriots Putter Grip",24.98999977,99.95999908,2015-11,26.03000069,1
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-12,53.17333359333333,18
Europe&Corporate,"Glove It Urban Brick Golf Towel",15.98999977,47.97000122,2015-08,22.32999992,1
Europe&Corporate,"Glove It Imperial Golf Towel",15.98999977,47.97000122,2015-07,-11.69999981,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-02,-4.06500101,8
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-02,34.91333357333334,3
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-01,-17.434999465000004,6
LATAM&Corporate,"Glove It Urban Brick Golf Towel",15.98999977,47.97000122,2015-03,10.78999996,1
LATAM&Corporate,"Nike Women's Tempo Shorts",30,90,2015-05,22.28000069,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-01,-7.780000328499999,12
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-03,36.799999396749996,12
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-05,4.1155553693333315,9
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-04,-3.4740001196000008,5
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,47.97000122,2015-05,4.21999979,1
LATAM&Corporate,"Glove It Women's Mod Oval Golf Glove",19.98999977,59.97000122,2015-01,16.88999939,1
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,47.97000122,2015-01,18.78000069,1
LATAM&Corporate,"Titleist Pro V1 High Numbers Personalized Gol",51.99000168,155.9700012,2015-02,41.5,1
LATAM&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,74.97000122,2015-02,-42.16999817,1
LATAM&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,104.9700012,2015-04,20.93999958,2
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-05,10.109999466,5
LATAM&Corporate,"Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,95.97000122,2015-05,-110.200000745,2
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-11,48.159000206,10
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-10,21.339999914499998,4
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-12,9.394999796875,8
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-12,24.937999726,5
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-11,36.683333080000004,3
"Pacific Asia&Corporate","Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,95.97000122,2015-10,-2.670000075000001,2
"Pacific Asia&Corporate","Bridgestone e6 Straight Distance NFL Carolina",31.98999977,95.97000122,2015-12,28.79000092,1
"Pacific Asia&Corporate","Titleist Pro V1 High Numbers Personalized Gol",51.99000168,155.9700012,2015-11,49.8199997,1
"Pacific Asia&Corporate","Team Golf Pittsburgh Steelers Putter Grip",24.98999977,74.97000122,2015-11,-104.5800018,1
"Pacific Asia&Corporate","Glove It Imperial Golf Towel",15.98999977,47.97000122,2015-12,8.56000042,1
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-06,-15.439999056500001,12
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-07,-10.659091427272722,11
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-09,35.47500002383333,12
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-08,43.67499978714285,14
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-10,32.660000167777774,9
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-06,12.528571408142856,7
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-08,43.549999235,2
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-07,44.21500031333333,6
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-10,46.867999268,5
Europe&Corporate,"Titleist Pro V1 High Numbers Personalized Gol",51.99000168,207.9600067,2015-09,54.15000153,1
Europe&Corporate,"Team Golf St. Louis Cardinals Putter Grip",24.98999977,99.95999908,2015-09,6.599999905,1
Europe&Corporate,"Titleist Pro V1x High Numbers Golf Balls",47.99000168,191.9600067,2015-10,67.19000244,1
Europe&Corporate,"Glove It Women's Mod Oval Golf Glove",19.98999977,79.95999908,2015-07,20.72999954,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-01,65.612999351,10
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-02,19.697778066666665,9
LATAM&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,139.9600067,2015-04,47.25,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-04,-10.208180682727276,11
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-05,34.21545444745454,11
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-03,41.016000559000005,10
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-05,19.60000038,1
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-03,23.9120005602,5
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-01,35.183749675,8
LATAM&Corporate,"Titleist Pro V1x High Numbers Golf Balls",47.99000168,191.9600067,2015-05,63.31000137,1
LATAM&Corporate,"Team Golf St. Louis Cardinals Putter Grip",24.98999977,99.95999908,2015-05,42.22000122,1
LATAM&Corporate,"Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,87.95999908,2015-03,-12.39999962,1
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-02,22.929999350000003,2
LATAM&Corporate,"Titleist Pro V1 High Numbers Personalized Gol",51.99000168,207.9600067,2015-06,18.29999924,1
LATAM&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,99.95999908,2015-03,44.40000153,1
LATAM&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,99.95999908,2015-02,24.37000084,1
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-12,31.3708318125,12
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-11,-31.983636670909103,11
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-12,36.89999961833333,6
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-10,45.29000092,2
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-11,-41.519998934,5
"Pacific Asia&Corporate","Team Golf Texas Longhorns Putter Grip",24.98999977,99.95999908,2015-11,46.52999878,1
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-09,6.559999943,1
Europe&Corporate,"Titleist Pro V1x High Numbers Golf Balls",47.99000168,239.9499969,2015-07,103.1800003,1
Europe&Corporate,"Nike Women's Tempo Shorts",30,150,2015-09,12.93999958,1
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-07,44.348333653888886,18
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-10,-1.2062500708750008,8
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-08,65.04636434636363,11
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-09,-3.67999946111112,9
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-06,18.454286574285714,7
Europe&Corporate,"Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,159.9499969,2015-08,58.940000534999996,2
Europe&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,124.9499969,2015-10,35.04999924,1
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-06,78.89999898333333,3
Europe&Corporate,"Team Golf Texas Longhorns Putter Grip",24.98999977,124.9499969,2015-09,14.21000004,1
Europe&Corporate,"Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,159.9499969,2015-08,15.18000031,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-01,69.669167195,12
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-03,66.837498665,4
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,79.94999695,2015-02,18.36000061,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-02,56.98416726741667,12
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-04,94.19454576363636,11
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-05,-30.825002668571432,14
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-03,-67.91000121,7
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-02,-12.675715125428578,7
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-04,30.647143095714288,7
LATAM&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-01,-32.155000682499995,4
LATAM&Corporate,"Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,109.9499969,2015-01,40.8199997,1
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,79.94999695,2015-01,15.59000015,1
LATAM&Corporate,"Nike Women's Tempo Shorts",30,150,2015-02,11.22000027,1
LATAM&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-06,74.85000231000001,2
"Europe&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,59.99000168,2015-08,0.9174997816249988,8
"Europe&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-10,64.34349960699998,20
"Europe&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-09,69.55722175333332,18
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,59.99000168,2015-01,3.5488890077777775,9
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,39.99000168,2015-01,8.159999846,4
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,39.99000168,2015-02,-3.36749991775,4
"LATAM&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-02,62.17363630363636,22
"LATAM&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-05,42.91599945433333,15
"LATAM&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-03,60.35954519090908,22
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,39.99000168,2015-05,6.4166664285,6
"Pacific Asia&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-12,28.792778916888892,18
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,59.99000168,2015-11,15.558000111800002,10
"Pacific Asia&Home Office","Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,31.98999977,2015-12,5.909999847,1
"Europe&Home Office","Team Golf San Francisco Giants Putter Grip",24.98999977,49.97999954,2015-07,14.64000034,1
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-03,-7.627499338666671,12
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-04,13.5549997095,2
"LATAM&Home Office","Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,63.97999954,2015-04,20.82999992,1
"LATAM&Home Office","Team Golf St. Louis Cardinals Putter Grip",24.98999977,49.97999954,2015-02,18.44000053,1
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-02,5.04636370172727,11
"Pacific Asia&Home Office","Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,43.97999954,2015-10,4.119999886,1
"Pacific Asia&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-12,17.690000058,2
"Europe&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-09,26.90333303,3
"Europe&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-08,18.81090825136364,11
"Europe&Home Office","Glove It Women's Imperial Golf Glove",19.98999977,59.97000122,2015-08,-9.510000229,1
"Europe&Home Office","Team Golf Tennessee Volunteers Putter Grip",24.98999977,74.97000122,2015-09,19.12000084,1
"Europe&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-07,22.363750516874997,8
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-05,45.08500083333333,6
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-01,43.224999425,2
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-05,-49.363333385,3
"LATAM&Home Office","Titleist Pro V1x High Numbers Personalized Go",51.99000168,155.9700012,2015-03,-84.47000502499999,2
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-11,43.062000655999995,5
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-10,51.65000153,1
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-12,43.61571414242858,7
"Europe&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-10,50.29666646333334,3
"Europe&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-09,40.84000078666667,3
"Europe&Home Office","Titleist Pro V1x Golf Balls",47.99000168,191.9600067,2015-08,48.20000076,1
"Europe&Home Office","Team Golf Pittsburgh Steelers Putter Grip",24.98999977,99.95999908,2015-10,-4.699999809,1
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-05,57.055555849444445,9
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-01,28.022000135299997,10
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-03,2.733332313333335,3
"LATAM&Home Office","Team Golf Tennessee Volunteers Putter Grip",24.98999977,99.95999908,2015-05,35.41999817,1
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-12,46.114444838666664,9
"Pacific Asia&Home Office","Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,127.9599991,2015-11,13.93000031,1
"Pacific Asia&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-12,13.572499277499999,4
"Europe&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-10,55.70888922333333,9
"LATAM&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-01,38.759999615499986,10
"LATAM&Home Office","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-03,44.364998815,2
"Pacific Asia&Home Office","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-10,126.6999969,1
"Europe&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-07,34.91833281500001,12
"Europe&Home Office","Diamondback Women's Serene Classic Comfort Bi",299.980011,299.980011,2015-08,37.162999524,10
"LATAM&Home Office","Glove It Women's Imperial Golf Glove",19.98999977,19.98999977,2015-04,3.329999924,1
