"Market + customer_segment",product_name,product_price,sales,year_month,average_benefit_per_order,Distribution
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2017-04,36.61636453527272,22
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-03,37.83357136664286,28
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-05,-6.164286065571425,14
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2017-01,16.6300002355,4
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2017-03,41.2230008129,10
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-02,70.43000030600001,5
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2017-05,33.57111147222222,9
LATAM&Consumer,"Team Golf New England Patriots Putter Grip",24.98999977,124.9499969,2015-05,55.09999847,1
LATAM&Consumer,"Titleist Pro V1x Golf Balls",47.99000168,239.9499969,2015-01,48.720000735,2
LATAM&Consumer,"Team Golf San Francisco Giants Putter Grip",24.98999977,124.9499969,2015-01,31.87999916,1
LATAM&Consumer,"Team Golf Texas Longhorns Putter Grip",24.98999977,124.9499969,2015-01,53.43999863,1
LATAM&Consumer,"Glove It Urban Brick Golf Towel",15.98999977,79.94999695,2017-02,4.53000021,1
LATAM&Consumer,"Team Golf Pittsburgh Steelers Putter Grip",24.98999977,124.9499969,2015-06,11.85999966,1
"Pacific Asia&Consumer","Nike Women's Tempo Shorts",30,150,2016-03,-34.95000076,1
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-11,56.0125000475,16
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2015-12,-6.050000869999999,14
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-01,26.57499987778572,14
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-11,-43.04799933500001,5
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-09,-15.064997354999997,6
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-02,22.72043472895652,23
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-02,-10.516668103333338,9
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-11,55.02285776857143,14
Africa&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2016-11,44.007499695,4
Africa&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2016-12,66.29714284571428,7
Africa&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2016-10,61.36250019250001,4
Africa&Consumer,"Glove It Women's Mod Oval Golf Glove",19.98999977,79.95999908,2016-12,27.54000092,1
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-07,6.316471664705887,17
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-07,20.7119993125,20
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2016-11,2.7287498749999983,8
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-09,41.481052851,19
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-07,-14.8242839755,14
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-07,41.357777702222215,9
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-09,-10.564999772100004,10
Europe&Consumer,"Team Golf Texas Longhorns Putter Grip",24.98999977,99.95999908,2016-12,43.18000031,1
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-06,25.18047539533334,21
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-06,51.63428524714286,7
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-08,54.306841907894736,19
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-08,1.8666676806666658,15
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-01,-96.03000259999999,2
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-10,52.58399944700001,10
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-09,26.30470567705882,17
LATAM&Corporate,"Team Golf San Francisco Giants Putter Grip",24.98999977,49.97999954,2015-01,10.78999996,1
LATAM&Corporate,"Glove It Imperial Golf Towel",15.98999977,31.97999954,2015-03,6.6599998475,2
LATAM&Corporate,"Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,63.97999954,2017-01,16.02000046,1
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-01,-1.2059993700000007,10
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-12,37.07333310333333,3
"Pacific Asia&Corporate","Team Golf Tennessee Volunteers Putter Grip",24.98999977,49.97999954,2016-10,22.20000076,1
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-11,4.386666300666666,9
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2015-12,9.86545484872727,11
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-03,1.4044449070000016,9
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-03,-25.51333268333333,3
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-12,22.168333211500002,6
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2015-11,18.987499955,4
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-04,31.804999350000003,2
"Pacific Asia&Corporate","Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,63.97999954,2016-02,22.38999939,1
"Pacific Asia&Corporate","Titleist Pro V1x High Numbers Golf Balls",47.99000168,95.98000336,2016-11,25.90999985,1
"Pacific Asia&Corporate","Glove It Women's Mod Oval Golf Glove",19.98999977,39.97999954,2016-02,-0.50999999,1
"Pacific Asia&Corporate","Glove It Women's Imperial Golf Glove",19.98999977,39.97999954,2015-11,7.3349998025000005,2
"Pacific Asia&Corporate","Glove It Women's Mod Oval Golf Glove",19.98999977,39.97999954,2015-12,10.51000023,1
"Pacific Asia&Corporate","Titleist Pro V1x Golf Balls",47.99000168,95.98000336,2015-11,35.3199997,1
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-02,31.444999855000002,6
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-04,-34.729999065,2
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-09,25.966666700666668,3
"Pacific Asia&Corporate","Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-10,33.19500065,2
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-11,18.066666283333333,3
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-02,9.97250020375,4
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-01,4.3579997058,5
"Pacific Asia&Corporate","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-09,25.20999908,1
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-08,5.831250102625,8
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-06,23.129999923999996,5
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-09,10.2587509125,8
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-01,-37.14833418,6
Europe&Consumer,"Glove It Women's Mod Oval Golf Glove",19.98999977,79.95999908,2015-08,37.22999954,1
Europe&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-06,18.21999931,1
Europe&Consumer,"Bridgestone e6 Straight Distance NFL Carolina",31.98999977,127.9599991,2015-10,55.27999878,1
Europe&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-09,6.900000575,2
Europe&Consumer,"Titleist Pro V1x High Numbers Personalized Go",51.99000168,207.9600067,2015-08,56.09000015,1
Europe&Consumer,"Titleist Pro V1x Golf Balls",47.99000168,191.9600067,2017-01,-108.8300018,1
Europe&Consumer,"Team Golf Pittsburgh Steelers Putter Grip",24.98999977,99.95999908,2015-06,30.84000015,1
Europe&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-08,28.79000092,1
Europe&Consumer,"Elevation Training Mask 2.0",79.98999786,319.9599915,2017-09,159.9799957,1
Europe&Consumer,"Elevation Training Mask 2.0",79.98999786,319.9599915,2017-08,116.0500031,1
Europe&Consumer,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,139.9600067,2015-09,-99.43000031,1
Europe&Consumer,"Nike Women's Tempo Shorts",30,120,2016-11,35.34000015,1
Europe&Consumer,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,139.9600067,2015-10,40.63999939,1
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-10,21.726000596,5
Europe&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2016-09,49.557499826000004,4
Europe&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-08,29.8827278810909,11
Europe&Consumer,"Team Golf Tennessee Volunteers Putter Grip",24.98999977,99.95999908,2015-09,-26.54999924,1
Europe&Consumer,"Titleist Pro V1 High Numbers Personalized Gol",51.99000168,207.9600067,2015-09,37.93000031,1
Europe&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-06,24.59000015,1
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-03,24.949411341764705,17
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-01,54.859999908166664,18
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-02,40.60615451307693,13
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-04,2.132104372631581,19
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-05,48.7573325484,15
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2015-12,52.542500974999996,4
"Pacific Asia&Consumer","Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,109.9499969,2016-11,12.6450002175,2
"Pacific Asia&Consumer","Glove It Women's Mod Oval Golf Glove",19.98999977,99.94999695,2015-12,6.170000076,1
"Pacific Asia&Consumer","Glove It Urban Brick Golf Towel",15.98999977,79.94999695,2015-11,-12.18999958,1
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-03,22.447500160125003,16
"Pacific Asia&Consumer","Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-12,-225.30999755999997,3
"Pacific Asia&Consumer","Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-01,36.43333371666667,6
"Pacific Asia&Consumer","Bridgestone e6 Straight Distance NFL Carolina",31.98999977,159.9499969,2015-11,37.24000168,1
"Pacific Asia&Consumer","Glove It Women's Imperial Golf Glove",19.98999977,99.94999695,2016-02,-105.774996645,2
"Pacific Asia&Consumer","Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,109.9499969,2016-09,30.93000031,1
"Pacific Asia&Consumer","Glove It Imperial Golf Towel",15.98999977,79.94999695,2016-01,24.52500057,2
"Pacific Asia&Consumer","Glove It Urban Brick Golf Towel",15.98999977,79.94999695,2016-03,31.26000023,1
"Pacific Asia&Consumer","Hirzl Women's Soffft Flex Golf Glove",17.98999977,89.94999695,2015-11,37.02000046,1
"Pacific Asia&Consumer","Team Golf New England Patriots Putter Grip",24.98999977,124.9499969,2015-11,35.86000061,1
"Pacific Asia&Consumer","Glove It Imperial Golf Towel",15.98999977,79.94999695,2016-02,30.70000076,1
"Pacific Asia&Consumer","Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,159.9499969,2016-03,38.99000168,1
"Pacific Asia&Consumer","Titleist Pro V1x High Numbers Golf Balls",47.99000168,239.9499969,2015-12,48.40999889,2
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-08,0.005000929999994241,14
USCA&Consumer,"Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,159.9499969,2016-08,11.8199997,1
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-04,87.59300042,10
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-12,16.383333206666666,3
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-07,14.983889203277776,18
USCA&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-08,-26.706666631666668,6
USCA&Consumer,"Team Golf San Francisco Giants Putter Grip",24.98999977,124.9499969,2016-04,31.84000015,1
USCA&Consumer,"Titleist Pro V1x Golf Balls",47.99000168,239.9499969,2016-10,-367.1199951,1
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-06,77.880000691,10
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-11,126.6999969,1
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2016-05,59.17888874277777,18
USCA&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,299.9500122,2017-01,40.09000015,1
USCA&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-11,95.01999664,1
USCA&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-06,51.93857165857143,7
USCA&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-07,49.96333313,3
USCA&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,199.9499969,2016-04,53.152222607666666,9
USCA&Consumer,"Hirzl Women's Soffft Flex Golf Glove",17.98999977,89.94999695,2016-04,8.550000191,1
USCA&Consumer,"Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,159.9499969,2016-06,-20.09000015,1
USCA&Consumer,"Glove It Imperial Golf Towel",15.98999977,79.94999695,2016-07,6.800000191,1
USCA&Consumer,"Team Golf Tennessee Volunteers Putter Grip",24.98999977,124.9499969,2016-04,20.79999924,1
"Pacific Asia&Corporate","Team Golf Pittsburgh Steelers Putter Grip",24.98999977,49.97999954,2015-12,5.369999886,1
"Pacific Asia&Corporate","Titleist Pro V1x High Numbers Personalized Go",51.99000168,103.9800034,2015-12,-66.23999786,1
"Pacific Asia&Corporate","Glove It Women's Mod Oval Golf Glove",19.98999977,39.97999954,2016-01,10.78999996,1
"Pacific Asia&Corporate","Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,43.97999954,2016-01,-26.17000008,1
"Pacific Asia&Corporate","Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,43.97999954,2016-09,0,1
"Pacific Asia&Corporate","Team Golf Tennessee Volunteers Putter Grip",24.98999977,49.97999954,2016-03,6.519999981,1
"Pacific Asia&Corporate","Glove It Urban Brick Golf Towel",15.98999977,31.97999954,2016-03,7.039999962,1
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-06,3.301999501000002,10
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-05,7.1026315334736845,19
USCA&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-05,-7.739998973333336,6
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-07,-28.072221336666665,9
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-08,36.75888898555556,9
USCA&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-07,-24.803999709999992,5
USCA&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-04,11.719999791666666,6
USCA&Corporate,"Titleist Pro V1x Golf Balls",47.99000168,95.98000336,2016-08,29.95000076,1
USCA&Corporate,"Titleist Pro V1x High Numbers Golf Balls",47.99000168,95.98000336,2016-07,27.35000038,1
USCA&Corporate,"Team Golf New England Patriots Putter Grip",24.98999977,49.97999954,2016-07,6.519999981,1
USCA&Corporate,"Nike Women's Tempo Shorts",30,60,2016-05,-11.15999985,1
USCA&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,69.98000336,2016-06,15.75,1
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-04,4.612222248666665,9
USCA&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,119.9800034,2016-11,9.289999962,1
USCA&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,79.98000336,2016-06,19.76000023,1
USCA&Corporate,"Team Golf Texas Longhorns Putter Grip",24.98999977,49.97999954,2016-07,-11.02000046,1
Africa&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2016-12,11.374999682500004,12
Africa&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2017-01,-20.66285706857143,7
Africa&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2016-10,39.5350005635,4
Africa&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2016-10,27.33500004,2
Africa&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2016-09,3.5200006945,8
Africa&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2016-11,45.16666793666667,3
Africa&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2016-12,27.84000015,2
Africa&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2016-11,-32.789999006500004,2
Africa&Corporate,"Glove It Women's Mod Oval 3-Zip Carry All Gol",21.98999977,65.97000122,2016-09,17.79000092,1
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-10,41.9824996,8
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-09,32.19666634833333,18
Europe&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,104.9700012,2015-09,15.27000046,1
Europe&Corporate,"Under Armour Hustle Storm Medium Duffle Bag",34.99000168,104.9700012,2015-08,17.619999649,2
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-08,-33.27800025199999,10
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-06,21.275714750214284,14
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2016-11,38.969999951666665,6
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2017-08,-2.414000001999999,15
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2017-06,51.900000256666665,3
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2017-07,28.013749033875,8
Europe&Corporate,"Perfect Fitness Perfect Rip Deck",59.99000168,179.9700012,2015-07,-9.51250062566667,12
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-08,-14.63999975,8
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-09,24.696666716666666,3
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2015-06,37.124999044999996,2
Europe&Corporate,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,119.9700012,2017-09,16.821999929999997,5
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-02,16.313076978461535,13
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-06,40.49222225777777,9
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-05,25.069999608363638,11
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-04,17.315000475999998,12
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-02,41.749090541818184,11
LATAM&Consumer,"Team Golf Texas Longhorns Putter Grip",24.98999977,99.95999908,2015-04,-4.349999905,1
LATAM&Consumer,"Nike Women's Tempo Shorts",30,120,2015-02,40.74000168,1
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-03,-11.151667575666675,30
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2017-05,42.614091005863635,22
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-04,38.463157278894734,19
LATAM&Consumer,"Perfect Fitness Perfect Rip Deck",59.99000168,239.9600067,2015-06,72.86000123666666,3
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-06,28.924000548000002,5
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-05,35.34307655923077,13
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-04,9.603749865000001,8
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2015-03,4.535383962307699,13
LATAM&Consumer,"Under Armour Girls' Toddler Spine Surge Runni",39.99000168,159.9600067,2017-03,39.484999656666666,6
LATAM&Consumer,"Bridgestone e6 Straight Distance NFL San Dieg",31.98999977,127.9599991,2017-02,12.27999973,1
LATAM&Consumer,"Team Golf Pittsburgh Steelers Putter Grip",24.98999977,99.95999908,2017-03,8.5,1
LATAM&Consumer,"Glove It Women's Imperial Golf Glove",19.98999977,79.95999908,2015-05,22.67000008,1
LATAM&Consumer,"Bridgestone e6 Straight Distance NFL Tennesse",31.98999977,127.9599991,2017-03,28.004999042,2
LATAM&Consumer,"Team Golf Texas Longhorns Putter Grip",24.98999977,99.95999908,2017-03,-65.5699997,1
LATAM&Consumer,"Glove It Imperial Golf Towel",15.98999977,63.95999908,2015-04,0.670000017,1
